hours_studied,attendance,previous_gpa,tutoring_sessions,sleep_hours,stress_level,screen_time,exam_anxiety,gender,age,part_time_job,study_method,diet_quality,internet_quality,extracurricular,family_income,final_grade,final_gpa,risk_status
3.82,78.87,2.59,0,5.71,7,10.55,10,male,23,yes,hybrid,good,good,yes,middle,F,0.03,At Risk
1.06,99.6,3.89,1,9.65,5,8.66,0,male,27,yes,online,good,excellent,yes,low,B,3.12,Not At Risk
7.73,90.02,3.63,3,5.89,3,10.23,5,male,21,no,online,good,excellent,no,low,A,3.87,Not At Risk
1.03,67.1,1.06,7,6.12,5,3.39,10,male,26,no,offline,average,poor,no,middle,F,0.21,At Risk
10.23,71.21,3.82,7,5.71,4,1.8,6,male,17,yes,offline,good,good,no,low,A,3.84,Not At Risk
10.05,53.88,2.07,0,4.74,1,2.07,10,male,21,yes,online,good,average,no,high,B,3.35,Not At Risk
11.8,81.5,1.34,7,5.07,5,1.1,10,male,26,yes,hybrid,average,poor,yes,middle,A,3.52,Not At Risk
4.36,85.11,1.29,0,7.71,5,1.93,10,female,17,no,hybrid,good,excellent,no,middle,F,1.13,At Risk
3.42,41.15,3.08,3,5.27,6,6.45,5,female,21,yes,hybrid,poor,poor,yes,middle,D,2.05,At Risk
1.58,60.05,3.93,4,7.67,3,6.78,3,male,26,no,hybrid,poor,average,no,low,B,3.37,Not At Risk
5.51,91.3,2.43,2,7.98,5,6.78,9,male,17,yes,offline,good,excellent,no,middle,D,2.14,At Risk
8.2,84.31,1.85,5,4.57,8,1.27,4,male,17,no,hybrid,good,average,no,high,B,3.06,Not At Risk
8.41,41.23,2.57,5,5.24,5,9.55,2,female,25,yes,online,poor,poor,yes,high,B,3.45,Not At Risk
0.77,81.62,2.38,3,8.85,4,2.57,9,female,16,yes,online,good,good,yes,low,D,2.11,At Risk
11.09,40.06,2.92,3,4.87,10,7.58,4,male,29,no,online,poor,average,no,low,C,2.7,Not At Risk
6.68,45.05,2.38,7,5.68,1,8.53,8,male,22,no,offline,average,excellent,yes,middle,B,3.47,Not At Risk
6.54,87.71,2.89,6,7.83,0,0.58,7,male,26,no,offline,average,average,yes,high,A,3.7,Not At Risk
9.49,61.47,2.5,3,8.43,2,0.63,10,female,26,yes,hybrid,average,excellent,yes,middle,A,3.59,Not At Risk
0.28,65.57,2.84,6,4.92,1,1.07,1,male,17,no,hybrid,poor,average,yes,middle,B,3.05,Not At Risk
2.1,43.17,1.39,2,6.87,1,2.78,4,male,17,yes,online,poor,excellent,yes,low,D,2.15,At Risk
9.58,61.95,1.12,3,6.01,1,10.1,3,male,26,yes,online,poor,poor,yes,middle,B,3.36,Not At Risk
3.78,76.42,1.45,7,6.82,3,6.3,5,female,23,no,hybrid,poor,poor,yes,high,B,3.44,Not At Risk
1.65,83.87,2.32,2,8.75,3,9.67,5,female,21,no,online,good,good,yes,low,D,2.15,At Risk
6.21,54.26,1.44,0,9.65,2,5.73,1,male,17,no,hybrid,poor,excellent,yes,low,B,3.34,Not At Risk
6.49,68.07,2.63,0,4.57,8,0.96,1,male,28,yes,offline,poor,good,no,low,C,2.71,Not At Risk
3.14,87.47,1.1,1,8.88,4,1.11,0,female,26,no,online,poor,poor,yes,high,B,3.41,Not At Risk
1.99,40.94,3.93,1,7.95,9,5.58,6,female,26,yes,hybrid,poor,excellent,no,middle,F,1.81,At Risk
2.74,79.62,3.87,1,7.87,10,2.11,7,male,18,yes,online,good,excellent,yes,low,F,1.95,At Risk
1.64,56.88,1.89,2,9.19,9,1.4,6,female,22,yes,offline,poor,average,no,middle,F,0.39,At Risk
2.82,48.78,3.66,3,5.98,0,0.73,10,female,26,yes,online,good,excellent,yes,middle,C,2.8,Not At Risk
6.46,81.79,3.93,5,9.65,0,6.52,0,female,19,no,online,good,average,no,low,A,3.76,Not At Risk
11.23,93.45,4.0,3,5.57,3,6.04,6,male,27,yes,hybrid,good,poor,no,middle,A,3.85,Not At Risk
1.0,66.64,3.64,6,4.6,0,1.35,1,male,29,no,online,good,good,yes,low,A,3.73,Not At Risk
8.2,71.17,3.71,7,8.4,4,1.99,0,female,26,yes,online,poor,excellent,yes,middle,A,3.89,Not At Risk
4.72,60.91,1.03,0,8.05,10,6.24,10,male,24,no,hybrid,good,good,yes,low,F,1.87,At Risk
9.28,79.84,1.67,5,7.11,7,6.88,7,male,21,yes,offline,poor,good,no,low,C,2.88,Not At Risk
3.36,41.47,3.54,7,4.09,1,9.1,4,male,22,no,online,average,good,yes,middle,B,3.01,Not At Risk
7.69,82.81,1.02,0,4.97,1,4.95,7,female,16,yes,hybrid,average,good,no,high,C,2.56,Not At Risk
5.08,95.33,3.77,2,8.46,5,6.45,0,male,25,no,online,good,excellent,yes,middle,A,3.68,Not At Risk
2.64,95.71,1.63,2,8.13,3,2.4,9,male,17,no,offline,good,poor,yes,low,D,2.01,At Risk
11.18,71.48,2.96,4,5.66,5,10.63,9,female,25,no,online,good,average,yes,middle,B,3.38,Not At Risk
10.31,62.88,1.88,4,6.96,7,10.48,0,male,23,yes,hybrid,average,excellent,no,middle,B,3.28,Not At Risk
2.61,75.43,3.26,5,9.99,0,11.96,3,male,16,yes,hybrid,average,average,yes,high,A,3.94,Not At Risk
11.35,95.59,3.27,5,6.88,0,10.28,3,male,24,no,offline,good,average,no,middle,A,3.57,Not At Risk
8.87,51.6,2.42,7,5.33,6,6.44,4,male,25,no,hybrid,poor,good,no,middle,B,3.28,Not At Risk
6.59,47.41,3.6,6,6.77,7,0.72,10,female,26,yes,online,average,good,no,high,C,2.99,Not At Risk
11.2,98.68,2.72,5,9.13,3,10.83,10,female,22,no,online,good,average,yes,high,A,3.75,Not At Risk
9.39,84.52,1.17,0,8.9,4,4.85,2,male,20,no,online,average,excellent,yes,high,B,3.47,Not At Risk
10.07,93.33,1.95,3,4.18,9,0.85,10,male,26,yes,online,good,excellent,yes,middle,C,2.78,Not At Risk
9.62,89.04,1.94,6,7.42,0,11.64,2,male,27,no,hybrid,poor,average,no,high,A,3.87,Not At Risk
0.78,83.26,1.0,5,7.23,7,1.35,9,male,20,no,hybrid,poor,average,no,low,F,0.96,At Risk
1.91,85.11,3.28,3,8.76,0,10.68,6,male,27,no,online,poor,average,no,high,B,3.01,Not At Risk
1.62,86.12,2.39,2,9.0,4,5.54,2,female,19,yes,hybrid,poor,poor,yes,low,C,2.61,Not At Risk
6.27,88.22,3.63,7,5.62,5,5.82,9,female,17,yes,offline,poor,poor,no,middle,B,3.15,Not At Risk
8.57,55.07,3.39,4,5.56,9,4.28,2,male,19,yes,hybrid,good,poor,yes,middle,B,3.07,Not At Risk
10.51,77.78,3.08,1,7.34,8,2.53,8,male,29,no,online,good,good,yes,high,B,3.43,Not At Risk
7.47,83.47,2.23,3,7.5,0,8.63,10,female,20,no,offline,poor,good,yes,low,B,3.41,Not At Risk
2.37,47.32,2.31,6,4.64,10,11.22,1,male,20,yes,online,average,good,yes,low,F,1.0,At Risk
11.93,81.07,3.68,6,7.15,5,0.33,2,female,18,yes,online,average,poor,yes,high,A,3.91,Not At Risk
9.85,46.62,2.6,0,9.33,8,7.64,9,female,25,no,online,poor,poor,no,high,D,2.27,At Risk
10.96,48.69,1.45,3,8.04,4,3.12,6,male,22,yes,offline,average,average,no,middle,B,3.31,Not At Risk
1.57,86.97,2.48,3,7.92,7,6.41,10,female,27,yes,hybrid,good,poor,yes,high,F,1.96,At Risk
3.8,77.99,1.73,2,6.57,6,0.01,3,female,24,no,offline,good,excellent,no,middle,C,2.64,Not At Risk
10.2,51.49,2.66,2,7.23,1,9.26,8,male,22,no,online,poor,average,yes,low,B,3.04,Not At Risk
4.32,76.57,2.48,3,7.61,2,2.62,4,male,18,yes,online,poor,good,yes,middle,B,3.07,Not At Risk
0.46,89.34,2.19,3,8.43,1,4.41,7,male,29,no,online,good,average,yes,low,C,2.7,Not At Risk
6.69,79.95,3.5,1,7.62,5,2.06,1,male,17,yes,hybrid,average,poor,no,low,A,3.85,Not At Risk
8.47,57.84,1.48,4,5.64,1,10.75,5,female,24,yes,offline,good,excellent,no,middle,B,3.29,Not At Risk
4.2,93.9,2.1,5,5.09,6,5.49,9,male,16,yes,offline,average,average,yes,middle,D,2.39,At Risk
3.94,57.4,1.29,3,7.39,7,10.66,4,female,24,no,online,good,poor,yes,high,F,0.71,At Risk
7.36,78.78,2.98,7,5.99,3,11.98,8,male,23,no,hybrid,good,good,no,middle,B,3.2,Not At Risk
10.32,92.45,1.38,5,4.37,10,0.22,6,female,23,yes,offline,average,good,no,middle,C,2.97,Not At Risk
0.28,41.72,1.09,5,9.93,3,9.88,10,male,29,no,offline,good,excellent,yes,high,F,0.35,At Risk
1.97,44.96,1.9,5,9.3,3,8.56,3,male,16,no,hybrid,average,poor,yes,high,C,2.57,Not At Risk
3.72,94.87,2.46,0,8.42,2,5.18,1,male,20,yes,offline,average,average,yes,low,B,3.03,Not At Risk
7.64,99.69,1.73,3,8.1,6,3.11,9,female,27,yes,hybrid,average,poor,no,low,C,2.9,Not At Risk
8.2,84.49,3.3,3,6.84,8,1.81,7,female,17,no,offline,poor,average,no,high,B,3.39,Not At Risk
2.12,92.29,2.79,2,4.94,4,7.03,2,male,19,yes,offline,average,poor,no,high,C,2.67,Not At Risk
2.24,56.56,1.71,3,8.88,4,4.34,6,male,22,no,offline,average,good,no,low,D,2.15,At Risk
1.0,69.5,1.25,4,9.98,7,5.02,3,female,29,no,offline,average,average,yes,low,D,2.17,At Risk
11.44,61.95,1.57,0,5.7,7,4.51,5,female,16,no,online,poor,good,no,high,C,2.83,Not At Risk
3.56,51.95,2.86,4,9.84,5,6.66,3,male,19,no,online,average,poor,yes,low,C,2.93,Not At Risk
7.68,79.07,2.69,0,4.99,1,2.86,8,female,19,yes,hybrid,good,poor,yes,high,B,3.25,Not At Risk
0.12,51.38,2.08,5,7.45,7,10.23,0,male,28,yes,offline,good,good,yes,high,F,0.95,At Risk
8.81,96.11,1.15,6,7.91,7,8.19,5,male,19,no,offline,poor,poor,no,low,B,3.18,Not At Risk
11.36,98.3,1.17,0,6.44,9,2.28,2,male,29,yes,hybrid,poor,average,no,middle,B,3.26,Not At Risk
5.77,72.09,3.51,2,8.19,1,1.1,9,female,19,no,hybrid,poor,average,yes,low,B,3.06,Not At Risk
8.68,82.95,2.61,3,9.84,7,9.56,3,male,26,yes,offline,poor,good,yes,low,B,3.23,Not At Risk
2.53,57.43,1.46,6,4.2,4,1.85,5,male,19,no,offline,good,poor,yes,high,D,2.36,At Risk
3.47,66.01,1.2,1,5.62,7,0.71,0,female,29,no,offline,good,poor,no,high,D,2.03,At Risk
6.55,56.08,3.89,5,5.85,0,9.11,9,male,26,no,online,good,good,yes,high,B,3.14,Not At Risk
6.26,73.83,2.65,1,9.18,6,11.72,2,female,21,no,online,good,good,yes,high,C,2.67,Not At Risk
11.43,61.05,1.28,4,7.43,7,1.0,4,female,20,yes,hybrid,poor,good,no,middle,B,3.37,Not At Risk
0.94,90.43,2.45,7,5.22,5,1.3,9,female,23,yes,hybrid,poor,good,no,high,D,2.38,At Risk
1.09,54.18,2.59,3,4.39,2,3.18,6,male,22,yes,offline,poor,excellent,no,low,D,2.17,At Risk
3.32,95.16,1.86,5,4.69,10,8.9,7,male,21,no,online,poor,excellent,no,middle,F,0.84,At Risk
1.25,51.86,3.13,7,4.05,2,1.09,8,female,28,yes,hybrid,good,average,no,middle,C,2.99,Not At Risk
7.56,84.69,1.41,3,8.06,6,7.22,9,male,29,no,offline,good,excellent,yes,low,D,2.17,At Risk
3.47,87.29,2.33,3,5.46,10,6.36,3,male,19,yes,hybrid,poor,excellent,no,middle,F,1.68,At Risk
4.66,75.94,1.28,1,9.97,3,11.93,3,female,21,no,online,poor,good,no,high,C,2.55,Not At Risk
8.84,88.56,3.89,4,4.13,10,8.02,9,female,20,no,offline,good,excellent,yes,high,C,2.55,Not At Risk
9.52,68.73,3.7,7,5.31,5,3.78,8,female,17,no,hybrid,good,average,yes,middle,A,3.96,Not At Risk
8.01,51.39,3.33,5,7.59,4,8.96,9,male,25,yes,online,poor,good,yes,high,B,3.45,Not At Risk
1.87,45.37,3.61,1,6.29,0,4.16,1,female,27,no,hybrid,good,poor,no,low,B,3.19,Not At Risk
5.18,83.32,3.0,3,7.51,1,5.71,1,male,23,no,online,good,poor,yes,high,A,3.57,Not At Risk
9.58,47.41,3.31,4,6.64,6,4.48,3,female,19,yes,offline,poor,average,yes,low,A,3.96,Not At Risk
10.79,77.58,3.42,3,5.01,4,10.33,3,female,16,yes,offline,average,poor,yes,low,A,3.53,Not At Risk
4.7,51.72,3.04,6,4.22,10,11.16,6,male,26,no,online,good,average,yes,low,F,0.59,At Risk
8.08,46.09,1.47,6,4.71,3,10.37,6,female,22,no,online,poor,average,yes,high,C,2.76,Not At Risk
5.61,92.37,2.68,7,8.19,2,10.51,3,male,16,no,offline,good,average,no,low,A,3.62,Not At Risk
6.14,84.16,1.28,6,9.12,6,8.49,10,female,23,no,hybrid,poor,excellent,yes,middle,D,2.36,At Risk
4.16,97.38,2.23,4,7.7,10,3.8,1,male,20,no,offline,average,excellent,no,high,C,2.86,Not At Risk
5.02,92.48,2.04,7,4.06,3,3.74,2,male,19,no,offline,good,poor,yes,high,A,3.91,Not At Risk
9.14,66.67,1.02,3,5.71,1,1.47,4,male,16,no,hybrid,average,excellent,yes,high,A,3.78,Not At Risk
3.77,42.14,1.75,1,8.64,10,9.58,6,male,18,yes,offline,average,good,no,high,F,1.42,At Risk
4.95,40.02,3.48,4,9.65,6,5.71,7,female,26,no,hybrid,poor,average,yes,middle,C,2.57,Not At Risk
8.19,41.43,2.79,0,9.72,4,10.76,0,male,20,no,hybrid,average,poor,no,high,B,3.3,Not At Risk
2.23,54.64,3.67,3,7.87,10,1.47,5,male,22,no,hybrid,average,excellent,no,middle,F,0.56,At Risk
10.4,72.77,3.4,4,8.96,0,2.78,0,male,20,no,offline,average,poor,yes,low,A,4.0,Not At Risk
6.73,89.08,2.53,0,4.19,6,0.54,4,male,25,yes,offline,poor,good,yes,low,C,2.96,Not At Risk
0.76,91.94,3.47,4,7.75,7,0.81,8,female,28,yes,offline,good,average,no,middle,D,2.08,At Risk
1.14,42.11,3.3,4,5.87,5,1.39,8,female,26,yes,hybrid,good,good,yes,low,D,2.14,At Risk
9.32,65.05,2.68,4,4.56,4,10.64,2,male,29,yes,offline,good,excellent,yes,middle,A,3.58,Not At Risk
9.33,50.88,2.21,3,4.31,6,5.53,1,male,21,yes,online,poor,good,yes,high,B,3.05,Not At Risk
10.71,46.52,1.21,2,7.81,0,4.89,7,male,24,yes,offline,average,good,no,middle,A,3.99,Not At Risk
6.13,60.52,3.73,4,8.74,4,7.61,0,male,16,no,hybrid,good,excellent,no,middle,A,3.84,Not At Risk
10.89,52.43,3.43,0,9.71,2,0.47,8,male,23,yes,hybrid,poor,excellent,yes,low,A,3.77,Not At Risk
0.26,96.54,3.1,0,9.08,0,0.42,10,female,18,yes,online,average,good,yes,low,C,2.87,Not At Risk
8.42,41.81,2.59,6,8.69,1,6.65,6,female,28,yes,online,average,average,yes,high,A,3.63,Not At Risk
3.28,95.65,1.43,3,9.5,4,11.19,3,female,16,no,offline,good,excellent,yes,low,C,2.72,Not At Risk
8.62,40.33,3.45,7,5.39,10,5.41,3,male,17,yes,offline,poor,excellent,yes,high,B,3.29,Not At Risk
4.38,63.58,1.04,6,9.32,2,6.41,4,male,24,no,online,poor,good,yes,middle,B,3.04,Not At Risk
1.93,59.17,1.54,4,4.52,9,1.08,2,female,24,no,offline,poor,excellent,no,high,F,1.96,At Risk
6.07,71.76,2.08,4,9.82,5,1.77,4,male,21,yes,hybrid,average,average,no,middle,B,3.29,Not At Risk
0.0,51.14,1.07,0,5.79,9,5.44,3,male,16,yes,online,average,excellent,no,high,F,1.8,At Risk
1.66,44.93,2.09,2,5.28,1,4.24,8,female,17,no,offline,average,excellent,yes,middle,D,2.3,At Risk
3.73,62.66,3.18,0,9.9,4,5.4,1,female,25,no,offline,good,excellent,no,high,B,3.25,Not At Risk
2.47,82.84,1.76,2,4.58,1,7.4,10,female,24,yes,offline,average,poor,yes,middle,D,2.35,At Risk
6.32,89.12,2.84,6,5.01,8,1.07,10,female,18,yes,hybrid,average,poor,yes,high,C,2.6,Not At Risk
8.46,99.03,2.64,5,4.11,4,4.42,3,male,22,yes,hybrid,good,excellent,yes,high,A,3.67,Not At Risk
6.81,97.09,3.69,4,6.27,9,4.61,6,male,25,yes,offline,average,poor,no,low,B,3.13,Not At Risk
7.97,94.98,2.43,0,8.77,5,3.67,4,female,20,no,online,average,average,no,middle,B,3.43,Not At Risk
9.77,54.97,2.63,1,9.72,5,0.09,5,male,24,yes,online,poor,excellent,yes,low,B,3.27,Not At Risk
8.39,78.98,3.75,3,4.54,1,7.76,2,female,20,yes,online,good,poor,yes,middle,A,3.71,Not At Risk
7.34,44.69,2.77,7,5.77,10,8.65,0,male,25,no,hybrid,average,poor,yes,middle,C,2.73,Not At Risk
7.65,60.14,1.99,4,6.65,0,11.23,7,female,18,no,hybrid,good,poor,yes,high,B,3.16,Not At Risk
8.02,89.39,3.67,3,5.47,2,1.08,3,female,25,yes,hybrid,average,average,no,low,A,3.87,Not At Risk
2.77,86.74,1.64,6,8.51,9,6.14,7,male,27,yes,offline,good,average,no,low,F,0.63,At Risk
7.66,94.13,1.23,0,8.4,2,5.56,8,male,24,no,online,poor,poor,no,low,C,2.89,Not At Risk
8.67,62.16,1.78,1,6.47,3,11.33,8,male,25,yes,online,good,good,no,high,C,2.55,Not At Risk
9.13,77.15,3.05,7,9.11,7,10.68,3,male,28,no,offline,good,average,yes,low,A,3.89,Not At Risk
3.33,62.83,1.64,1,8.99,1,1.07,3,male,17,yes,hybrid,poor,average,yes,middle,B,3.45,Not At Risk
7.44,97.96,1.53,0,6.62,9,8.34,8,female,22,yes,online,average,average,yes,high,F,0.76,At Risk
7.98,80.54,1.09,6,8.6,9,10.32,2,female,16,yes,online,poor,average,yes,middle,C,2.9,Not At Risk
6.16,93.01,1.48,2,5.23,8,10.83,7,male,26,no,online,average,good,no,middle,F,1.17,At Risk
4.75,85.3,1.45,4,6.76,7,8.11,4,male,19,yes,hybrid,average,average,no,high,D,2.3,At Risk
7.27,50.7,2.37,5,5.24,0,9.11,2,male,19,yes,offline,good,poor,no,high,A,3.71,Not At Risk
3.05,64.41,1.38,0,9.83,0,7.81,4,male,27,no,hybrid,poor,good,yes,high,C,2.83,Not At Risk
7.96,42.67,1.99,4,8.93,8,10.51,4,female,28,no,hybrid,average,good,yes,low,D,2.16,At Risk
5.95,84.03,2.73,0,7.33,2,0.56,8,female,27,yes,hybrid,average,average,no,middle,B,3.16,Not At Risk
4.41,92.19,3.65,0,4.91,10,5.43,2,female,29,no,hybrid,poor,excellent,no,low,D,2.15,At Risk
5.19,86.79,3.51,4,7.45,3,5.25,5,male,19,yes,offline,average,average,yes,high,A,3.88,Not At Risk
6.51,88.64,1.89,0,6.35,0,2.41,0,female,26,yes,hybrid,average,poor,no,high,A,3.79,Not At Risk
2.35,94.2,1.14,5,4.29,3,4.23,6,male,19,no,hybrid,average,poor,no,high,C,2.68,Not At Risk
11.35,69.22,3.14,2,8.25,7,3.12,2,male,21,yes,hybrid,good,excellent,no,low,A,3.82,Not At Risk
3.27,71.5,3.92,2,5.24,7,0.32,5,female,21,no,offline,poor,poor,no,high,C,2.65,Not At Risk
11.19,94.89,3.36,7,6.86,9,6.01,4,male,27,yes,offline,poor,poor,yes,high,A,3.73,Not At Risk
4.05,94.17,2.84,5,6.63,1,10.42,7,female,28,yes,offline,poor,poor,no,middle,B,3.11,Not At Risk
5.38,67.0,3.72,7,7.61,2,4.58,10,male,18,no,hybrid,good,average,no,middle,B,3.24,Not At Risk
11.2,42.47,2.67,6,4.14,7,10.24,7,female,16,no,offline,good,average,yes,high,C,2.84,Not At Risk
1.39,44.23,3.56,6,6.37,1,3.25,9,female,18,yes,hybrid,poor,excellent,yes,high,C,2.68,Not At Risk
4.36,67.95,1.29,7,7.61,3,1.99,5,female,16,yes,online,average,excellent,no,high,B,3.09,Not At Risk
6.45,94.81,1.23,2,9.78,4,11.76,8,male,20,no,hybrid,average,average,yes,low,D,2.33,At Risk
5.56,62.81,3.87,6,7.98,8,8.17,4,male,18,yes,offline,good,average,no,high,C,2.76,Not At Risk
1.36,49.97,2.17,3,5.45,10,0.63,7,female,16,yes,hybrid,poor,poor,yes,high,F,0.63,At Risk
3.92,96.27,1.94,2,8.34,2,7.9,6,male,18,yes,online,poor,excellent,no,middle,C,2.5,Not At Risk
1.59,64.46,1.2,6,4.06,4,7.4,0,male,18,yes,online,poor,poor,no,low,C,2.64,Not At Risk
9.57,51.72,2.5,3,6.56,9,1.65,4,female,17,no,offline,good,excellent,no,high,C,2.9,Not At Risk
5.9,48.46,1.4,2,5.66,2,2.51,3,female,19,yes,online,average,good,yes,middle,B,3.33,Not At Risk
6.11,54.86,1.07,3,6.29,4,4.13,0,female,21,yes,offline,good,good,no,high,B,3.23,Not At Risk
4.58,82.69,1.95,4,5.49,7,8.42,5,female,28,no,online,good,excellent,no,high,D,2.43,At Risk
5.48,83.52,1.15,6,7.78,3,5.94,1,female,16,no,offline,average,good,no,high,A,3.85,Not At Risk
0.62,57.78,3.08,6,6.89,10,0.46,7,male,20,yes,offline,good,poor,yes,high,F,1.71,At Risk
4.82,91.35,2.78,3,6.29,2,2.25,9,female,20,no,offline,poor,poor,no,low,B,3.18,Not At Risk
5.19,87.0,1.66,5,4.68,4,5.29,6,male,19,no,offline,good,average,yes,high,C,2.97,Not At Risk
9.96,60.69,1.58,2,9.06,2,8.85,1,male,25,no,hybrid,good,average,no,high,A,3.53,Not At Risk
0.54,95.82,1.92,4,7.72,8,11.51,0,male,18,yes,hybrid,poor,good,no,high,D,2.48,At Risk
4.15,71.45,2.83,6,8.65,4,3.61,9,male,20,no,hybrid,good,good,no,high,C,2.89,Not At Risk
7.4,84.04,2.55,2,6.96,5,3.42,5,female,28,no,hybrid,average,good,yes,high,B,3.28,Not At Risk
0.98,60.5,3.7,1,6.17,5,8.05,4,male,18,no,hybrid,average,poor,no,high,D,2.08,At Risk
4.84,96.19,1.35,2,5.59,8,8.19,7,female,21,yes,online,poor,poor,no,middle,F,1.34,At Risk
10.97,57.24,1.35,2,7.8,9,8.73,2,female,27,yes,hybrid,poor,poor,no,middle,C,2.59,Not At Risk
10.84,40.07,2.71,1,7.7,4,3.22,4,male,28,no,offline,average,excellent,no,low,A,3.73,Not At Risk
8.67,92.7,3.77,3,9.85,9,2.42,3,female,20,yes,offline,average,poor,yes,low,A,3.78,Not At Risk
4.31,41.84,1.44,4,9.97,6,11.6,4,male,16,yes,online,good,excellent,no,middle,F,1.59,At Risk
4.72,77.93,1.92,4,9.18,8,11.34,3,female,18,no,hybrid,poor,average,yes,middle,D,2.01,At Risk
2.76,57.45,2.03,4,9.7,0,6.15,0,male,19,no,online,good,average,no,low,A,3.7,Not At Risk
7.71,73.89,1.29,5,7.28,0,10.86,2,male,27,yes,offline,average,good,yes,middle,A,3.76,Not At Risk
1.91,92.79,2.96,7,7.89,6,1.74,7,female,29,no,hybrid,average,excellent,no,low,C,2.8,Not At Risk
4.77,64.35,3.34,1,6.78,4,0.25,1,male,16,no,offline,average,average,no,high,B,3.47,Not At Risk
6.38,93.52,2.8,5,5.63,0,7.03,5,female,22,yes,offline,good,average,yes,middle,A,3.94,Not At Risk
5.55,43.49,2.76,2,9.86,2,10.95,6,male,25,no,offline,good,poor,no,high,C,2.94,Not At Risk
1.74,42.39,1.17,4,7.84,7,4.83,6,female,26,yes,hybrid,good,average,yes,low,F,0.28,At Risk
10.02,42.79,3.91,0,8.0,2,3.32,6,female,29,no,online,poor,good,yes,middle,A,3.58,Not At Risk
10.33,82.75,2.86,5,4.59,0,11.46,2,male,25,yes,offline,average,good,yes,high,A,3.51,Not At Risk
9.58,84.37,1.88,5,7.88,5,8.78,1,female,26,no,hybrid,poor,good,no,low,A,3.68,Not At Risk
6.62,53.38,3.13,4,5.91,0,4.19,6,male,27,no,online,average,average,no,low,A,3.81,Not At Risk
7.57,95.48,3.99,0,6.43,4,6.5,2,male,19,yes,online,poor,poor,no,low,A,3.99,Not At Risk
3.83,66.54,3.19,3,4.86,3,10.69,6,female,22,no,online,poor,poor,yes,middle,C,2.82,Not At Risk
3.39,69.41,1.48,5,4.1,3,5.13,7,male,28,no,offline,good,excellent,yes,low,D,2.06,At Risk
8.98,45.24,2.12,2,8.37,0,1.1,0,female,22,yes,offline,poor,poor,yes,high,A,3.72,Not At Risk
4.0,58.09,1.05,2,9.08,10,7.25,9,male,28,no,offline,average,poor,yes,low,F,0.4,At Risk
7.67,75.76,3.11,1,9.82,2,11.27,5,female,25,yes,hybrid,average,average,yes,low,B,3.47,Not At Risk
6.29,86.52,2.57,3,4.66,0,6.47,8,female,28,yes,online,average,poor,no,low,B,3.41,Not At Risk
3.75,63.3,2.66,5,6.24,3,3.18,3,male,22,yes,online,average,poor,yes,middle,B,3.42,Not At Risk
2.65,82.2,2.38,4,8.94,4,11.87,9,male,25,no,offline,average,excellent,yes,low,D,2.03,At Risk
5.73,59.73,4.0,5,4.01,1,0.92,2,male,23,yes,offline,average,good,yes,high,A,3.6,Not At Risk
10.92,62.28,2.67,6,6.62,3,5.54,3,male,26,yes,offline,poor,average,no,high,A,3.54,Not At Risk
2.89,85.45,2.01,2,4.53,8,3.98,4,male,19,yes,hybrid,good,poor,no,high,F,0.32,At Risk
8.79,71.51,3.05,0,8.59,10,10.55,5,male,29,yes,online,poor,good,yes,low,D,2.37,At Risk
5.77,66.69,2.67,7,9.52,9,10.08,10,male,28,yes,hybrid,poor,excellent,no,middle,D,2.45,At Risk
4.71,65.71,3.45,2,7.84,6,7.29,3,male,25,no,online,poor,good,yes,high,C,2.6,Not At Risk
0.7,98.22,3.78,0,6.97,7,4.87,9,male,16,no,hybrid,good,poor,no,middle,F,1.95,At Risk
11.89,51.28,3.63,5,6.02,9,0.67,8,male,16,yes,hybrid,average,good,yes,high,B,3.45,Not At Risk
0.83,89.99,3.46,3,9.04,1,4.64,0,female,19,no,online,average,poor,yes,middle,A,3.54,Not At Risk
7.05,43.34,2.37,1,7.5,4,7.12,10,female,29,yes,offline,good,poor,no,high,D,2.29,At Risk
6.96,61.42,1.69,4,8.57,5,3.2,9,male,25,no,offline,average,excellent,no,middle,C,2.85,Not At Risk
10.56,94.82,1.74,5,8.93,3,5.15,3,male,29,no,offline,poor,poor,yes,low,A,3.76,Not At Risk
4.09,99.68,1.47,7,5.32,7,9.68,9,female,28,no,offline,poor,poor,yes,middle,D,2.12,At Risk
5.21,60.32,2.46,0,8.68,3,2.46,1,female,23,no,online,good,poor,yes,middle,B,3.02,Not At Risk
10.2,89.27,1.86,1,7.42,4,5.16,8,female,21,no,online,good,poor,no,low,B,3.38,Not At Risk
5.37,95.21,2.44,5,6.91,2,4.19,10,female,24,no,offline,average,excellent,no,high,B,3.41,Not At Risk
3.38,49.65,2.64,0,4.0,10,2.43,7,female,18,yes,offline,good,average,yes,middle,F,1.82,At Risk
3.19,55.22,2.44,7,5.89,3,9.09,4,male,16,yes,offline,poor,excellent,no,middle,C,2.77,Not At Risk
2.84,79.74,1.15,2,8.29,5,11.19,1,male,21,yes,hybrid,poor,good,no,high,D,2.32,At Risk
7.08,62.78,3.38,4,9.5,2,9.84,9,female,20,yes,hybrid,poor,excellent,yes,low,B,3.09,Not At Risk
4.26,52.72,1.31,6,6.04,2,3.91,4,male,22,no,online,average,good,yes,high,B,3.04,Not At Risk
5.91,66.42,3.75,3,8.08,6,3.21,4,male,21,yes,offline,good,average,yes,low,B,3.48,Not At Risk
